latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
55.749,70.677,303.2,1.1,1,2017-04-29,06:20,T,48,6.0NRT,285,8.1
54.934,76.158,321.5,1.1,1,2017-04-29,06:20,T,78,6.0NRT,297.2,14.8
54.888,76.418,337.3,1.1,1,2017-04-29,06:20,T,89,6.0NRT,297.4,37.8
54.885,76.435,359.4,1.1,1,2017-04-29,06:20,T,99,6.0NRT,299,88.7
54.882,76.451,352.8,1.1,1,2017-04-29,06:20,T,97,6.0NRT,298.1,70.3
54.879,76.413,332.3,1.1,1,2017-04-29,06:20,T,86,6.0NRT,296.9,30.8
54.863,76.28,315.6,1.1,1,2017-04-29,06:20,T,71,6.0NRT,296,10
54.86,76.296,327.1,1.1,1,2017-04-29,06:20,T,83,6.0NRT,296.7,23
54.954,75.604,311.9,1.1,1,2017-04-29,06:20,T,57,6.0NRT,296.7,7
54.874,76.067,329.3,1.1,1,2017-04-29,06:20,T,80,6.0NRT,295.5,25.9
54.823,76.36,314.5,1.1,1,2017-04-29,06:20,T,70,6.0NRT,290.1,9.6
54.821,76.376,310.6,1.1,1,2017-04-29,06:20,T,53,6.0NRT,291.9,6.2
54.956,75.536,309.7,1,1,2017-04-29,06:20,T,50,6.0NRT,294,5.6
54.953,75.552,313.4,1,1,2017-04-29,06:20,T,61,6.0NRT,295.4,8.2
54.945,75.599,309.9,1.1,1,2017-04-29,06:20,T,45,6.0NRT,295.8,5
54.866,76.063,312.9,1.1,1,2017-04-29,06:20,T,58,6.0NRT,294.2,7.5
54.834,76.187,311.9,1.1,1,2017-04-29,06:20,T,60,6.0NRT,296.5,6
56.393,62.117,307.6,2.3,1.5,2017-04-29,06:20,T,58,6.0NRT,291.7,19.4
56.391,62.154,305.8,2.3,1.5,2017-04-29,06:20,T,61,6.0NRT,290.5,16.2
55.269,73.441,314.2,1,1,2017-04-29,06:20,T,49,6.0NRT,290.3,10.8
55.089,74.309,333.6,1,1,2017-04-29,06:20,T,87,6.0NRT,296.5,28
51.738,108.445,364.2,2.4,1.5,2017-04-29,04:50,A,100,6.0NRT,303.8,321.5
51.73,108.413,363.9,2.4,1.5,2017-04-29,04:50,A,100,6.0NRT,306.6,319.2
51.75,108.436,316.6,2.4,1.5,2017-04-29,04:50,A,69,6.0NRT,302.2,28.7
51.742,108.405,321.6,2.4,1.5,2017-04-29,04:50,A,79,6.0NRT,302.7,45.2
51.733,108.441,356.8,2.4,1.5,2017-04-29,04:50,A,98,6.0NRT,301.6,251.6
51.725,108.409,336.9,2.4,1.5,2017-04-29,04:50,A,89,6.0NRT,303.7,112.1
51.746,108.432,341.3,2.4,1.5,2017-04-29,04:50,A,80,6.0NRT,304.5,139.1
51.738,108.4,327.7,2.4,1.5,2017-04-29,04:50,A,73,6.0NRT,304.2,68.6
52.417,108.994,324.5,2.1,1.4,2017-04-29,04:50,A,83,6.0NRT,294.8,59.1
52.41,108.965,314.1,2.1,1.4,2017-04-29,04:50,A,63,6.0NRT,295.3,29.7
53.511,113.148,330.4,1.3,1.1,2017-04-29,04:50,A,87,6.0NRT,300.4,36.7
53.515,113.06,355.1,1.3,1.1,2017-04-29,04:50,A,98,6.0NRT,301.7,103.7
53.511,113.041,318.7,1.3,1.1,2017-04-29,04:50,A,62,6.0NRT,300.5,14.9
53.761,114.107,315.5,1.2,1.1,2017-04-29,04:50,A,67,6.0NRT,298.1,12.9
53.757,114.089,313.8,1.2,1.1,2017-04-29,04:50,A,63,6.0NRT,296.9,11
53.432,112.377,323.6,1.4,1.2,2017-04-29,04:50,A,68,6.0NRT,301.4,24.6
53.565,113.047,319.7,1.3,1.1,2017-04-29,04:50,A,70,6.0NRT,297.1,19.7
53.514,112.795,318.4,1.4,1.2,2017-04-29,04:50,A,78,6.0NRT,293.2,20.8
53.51,112.776,312.4,1.4,1.2,2017-04-29,04:50,A,40,6.0NRT,294.6,12.5
53.441,112.388,333.7,1.4,1.2,2017-04-29,04:50,A,89,6.0NRT,301.8,43.5
53.459,112.423,348.2,1.4,1.2,2017-04-29,04:50,A,95,6.0NRT,305.6,84.6
53.455,112.402,363.7,1.4,1.2,2017-04-29,04:50,A,100,6.0NRT,307.5,148.4
53.469,112.417,331.1,1.4,1.2,2017-04-29,04:50,A,87,6.0NRT,303.1,37.2
53.465,112.397,328.6,1.4,1.2,2017-04-29,04:50,A,82,6.0NRT,300.5,33.3
53.496,112.492,321.4,1.4,1.2,2017-04-29,04:50,A,55,6.0NRT,296.3,19.1
53.524,112.521,321.4,1.4,1.2,2017-04-29,04:50,A,59,6.0NRT,300.9,21.6
53.548,112.39,315.7,1.4,1.2,2017-04-29,04:50,A,75,6.0NRT,294.2,17.6
53.543,112.37,314.1,1.4,1.2,2017-04-29,04:50,A,74,6.0NRT,295.2,16.3
53.604,111.979,319.2,1.5,1.2,2017-04-29,04:50,A,79,6.0NRT,297.6,23.1
54.101,114.347,307.1,1.2,1.1,2017-04-29,04:50,A,26,6.0NRT,287.4,8.4
54.029,113.96,315.7,1.2,1.1,2017-04-29,04:50,A,35,6.0NRT,293.9,14.1
54.019,113.906,330.5,1.2,1.1,2017-04-29,04:50,A,81,6.0NRT,298,31.7
54.016,113.889,321.4,1.2,1.1,2017-04-29,04:50,A,57,6.0NRT,294.5,17
54.019,113.902,327.1,1.2,1.1,2017-04-29,04:50,A,63,6.0NRT,297.3,25.3
54.055,113.98,356.5,1.2,1.1,2017-04-29,04:50,A,98,6.0NRT,292.4,93.3
54.051,113.962,368.3,1.2,1.1,2017-04-29,04:50,A,100,6.0NRT,295.3,135.6
54.07,113.952,336.8,1.2,1.1,2017-04-29,04:50,A,53,6.0NRT,294.8,40
54.06,113.899,322.9,1.2,1.1,2017-04-29,04:50,A,41,6.0NRT,296.9,17.6
54.139,114.264,303.2,1.2,1.1,2017-04-29,04:50,A,55,6.0NRT,285.3,7.6
54.381,114.248,317.3,1.2,1.1,2017-04-29,04:55,A,42,6.0NRT,290.6,16.2
54.308,113.863,318.8,1.2,1.1,2017-04-29,04:55,A,75,6.0NRT,289.8,18.7
54.305,113.845,313.2,1.2,1.1,2017-04-29,04:55,A,46,6.0NRT,291.7,12.2
54.311,113.821,325.9,1.2,1.1,2017-04-29,04:55,A,65,6.0NRT,295.5,24.4
54.399,114.238,327.3,1.2,1.1,2017-04-29,04:55,A,41,6.0NRT,288.9,26.9
54.37,114.08,312.4,1.2,1.1,2017-04-29,04:55,A,45,6.0NRT,288.8,11
54.367,114.062,322.6,1.2,1.1,2017-04-29,04:55,A,59,6.0NRT,290.6,21.7
54.31,113.762,319.9,1.2,1.1,2017-04-29,04:55,A,41,6.0NRT,292.6,18.1
54.412,114.25,328.4,1.2,1.1,2017-04-29,04:55,A,41,6.0NRT,290.1,28.6
54.409,114.232,331.4,1.2,1.1,2017-04-29,04:55,A,31,6.0NRT,291.3,32.1
54.405,114.214,330.3,1.2,1.1,2017-04-29,04:55,A,39,6.0NRT,292,28.6
54.399,114.179,333.9,1.2,1.1,2017-04-29,04:55,A,62,6.0NRT,289.4,33.4
54.411,114.191,383.5,1.2,1.1,2017-04-29,04:55,A,100,6.0NRT,298.3,199.5
54.408,114.174,351.5,1.2,1.1,2017-04-29,04:55,A,96,6.0NRT,291,70.8
54.405,114.157,331.9,1.2,1.1,2017-04-29,04:55,A,52,6.0NRT,292.3,29
54.424,114.204,339.7,1.2,1.1,2017-04-29,04:55,A,81,6.0NRT,294.7,42
54.421,114.187,353.6,1.2,1.1,2017-04-29,04:55,A,97,6.0NRT,293.6,74.9
54.439,114.233,328.3,1.2,1.1,2017-04-29,04:55,A,35,6.0NRT,291.4,27.9
54.436,114.216,336.4,1.2,1.1,2017-04-29,04:55,A,75,6.0NRT,291.9,40.4
54.433,114.199,330.3,1.2,1.1,2017-04-29,04:55,A,56,6.0NRT,293.8,26
54.43,114.182,331.8,1.2,1.1,2017-04-29,04:55,A,49,6.0NRT,295.1,27.2
54.446,114.212,332.1,1.2,1.1,2017-04-29,04:55,A,53,6.0NRT,291.5,32.6
54.423,114.088,333.9,1.2,1.1,2017-04-29,04:55,A,51,6.0NRT,291,33.1
54.182,112.827,388.6,1.3,1.1,2017-04-29,04:55,A,100,6.0NRT,304.8,282.5
54.178,112.808,337.5,1.3,1.1,2017-04-29,04:55,A,91,6.0NRT,294.8,54.6
54.432,114.083,323.6,1.2,1.1,2017-04-29,04:55,A,31,6.0NRT,291.1,17.9
-30.69,115.771,334.4,1,1,2017-04-29,06:10,A,84,6.0NRT,308.8,24.1
-30.681,115.769,337,1,1,2017-04-29,06:10,A,86,6.0NRT,308.4,28.4
-30.682,115.759,324.9,1,1,2017-04-29,06:10,A,73,6.0NRT,306.2,12.2
-30.078,116.13,322.3,1,1,2017-04-29,06:10,A,69,6.0NRT,307.1,9.1
-30.069,116.132,328.1,1,1,2017-04-29,06:10,A,78,6.0NRT,307.5,16.5
-30.07,116.122,325,1,1,2017-04-29,06:10,A,74,6.0NRT,307.3,13.2
-29.672,116.074,322.4,1,1,2017-04-29,06:10,A,70,6.0NRT,307.2,10
-29.656,115.343,322.9,1,1,2017-04-29,06:10,A,70,6.0NRT,310.1,9.2
-28.854,115.163,322.9,1,1,2017-04-29,06:10,A,65,6.0NRT,310,7.5
-28.819,114.821,331.5,1,1,2017-04-29,06:10,A,79,6.0NRT,310,18.8
-22.274,123.091,321.2,3.1,1.7,2017-04-29,06:10,A,63,6.0NRT,300.3,52.5
-22.321,123.098,316.7,3.1,1.7,2017-04-29,06:10,A,56,6.0NRT,301.3,32.2
-22.276,123.087,319.8,3.1,1.7,2017-04-29,06:10,A,66,6.0NRT,300.2,48.4
-22.134,123.49,313.3,3.3,1.7,2017-04-29,06:10,A,54,6.0NRT,297,29.4
-22.258,122.631,326.2,2.8,1.6,2017-04-29,06:10,A,78,6.0NRT,304.6,68.2
-22.188,122.907,321.1,3,1.6,2017-04-29,06:10,A,72,6.0NRT,298.5,61.4
-22.194,122.878,315.6,3,1.6,2017-04-29,06:10,A,58,6.0NRT,299.7,36.7
-20.784,115.442,320.8,1.1,1,2017-04-29,06:10,A,55,6.0NRT,307.5,8.5
-34.662,118.011,309.8,1,1,2017-04-29,06:05,A,37,6.0NRT,298.9,4.6
-33.881,122.536,304.7,1.6,1.2,2017-04-29,06:05,A,38,6.0NRT,293.5,7.9
-34.63,118.038,310.7,1,1,2017-04-29,06:05,A,64,6.0NRT,298.9,5.5
-34.587,118.074,342.7,1,1,2017-04-29,06:05,A,92,6.0NRT,300.6,42.7
-34.589,118.063,360.2,1,1,2017-04-29,06:05,A,100,6.0NRT,302.7,83
-34.591,118.052,321.6,1,1,2017-04-29,06:05,A,79,6.0NRT,300,14.3
-34.604,117.394,311.2,1,1,2017-04-29,06:05,A,63,6.0NRT,300.2,5.3
-34.567,117.588,318.5,1,1,2017-04-29,06:05,A,75,6.0NRT,298.9,11.8
-33.697,122.282,313.7,1.5,1.2,2017-04-29,06:05,A,67,6.0NRT,300.6,13.8
-34.63,116.292,306,1,1,2017-04-29,06:05,A,39,6.0NRT,295.2,5.5
-34.661,116.068,309.3,1,1,2017-04-29,06:05,A,49,6.0NRT,296.9,5.9
-34.554,116.18,307.9,1,1,2017-04-29,06:05,A,46,6.0NRT,294.2,5.7
-34.556,116.169,314.6,1,1,2017-04-29,06:05,A,68,6.0NRT,295.3,10.9
-34.532,116.21,314.2,1,1,2017-04-29,06:05,A,68,6.0NRT,294.8,11.4
-33.844,120.626,317.5,1.2,1.1,2017-04-29,06:05,A,71,6.0NRT,300.3,15.1
-33.846,120.613,319.2,1.2,1.1,2017-04-29,06:05,A,74,6.0NRT,300.3,18
-34.278,117.3,318.7,1,1,2017-04-29,06:05,A,72,6.0NRT,302.5,9.7
-34.438,116.081,326.1,1,1,2017-04-29,06:05,A,81,6.0NRT,294.8,21.2
-34.429,116.08,321.9,1,1,2017-04-29,06:05,A,77,6.0NRT,295.5,16.9
-34.43,116.068,314.7,1,1,2017-04-29,06:05,A,67,6.0NRT,297.4,9.7
-34.388,116.311,311.2,1,1,2017-04-29,06:05,A,59,6.0NRT,297.5,7.8
-34.39,116.3,318.1,1,1,2017-04-29,06:05,A,72,6.0NRT,296.4,13.5
-34.388,116.243,317.5,1,1,2017-04-29,06:05,A,72,6.0NRT,298.8,12.2
-34.39,116.232,313.7,1,1,2017-04-29,06:05,A,59,6.0NRT,300.7,8.9
-34.407,116.098,379.2,1,1,2017-04-29,06:05,A,100,6.0NRT,304.1,150.5
-34.409,116.087,329.2,1,1,2017-04-29,06:05,A,84,6.0NRT,300,23.2
-33.956,118.887,318.6,1.1,1,2017-04-29,06:05,A,70,6.0NRT,303.6,11.4
-33.958,118.876,317,1.1,1,2017-04-29,06:05,A,67,6.0NRT,303,9.7
-34.075,117.867,317.3,1,1,2017-04-29,06:05,A,68,6.0NRT,303.9,7.4
-34.206,116.702,322,1,1,2017-04-29,06:05,A,73,6.0NRT,303.9,13.6
-34.297,116.041,342.6,1,1,2017-04-29,06:05,A,92,6.0NRT,296.9,46.9
-34.299,116.03,335.6,1,1,2017-04-29,06:05,A,88,6.0NRT,295.1,35.8
-34.087,117.47,318.8,1,1,2017-04-29,06:05,A,71,6.0NRT,305.7,8.3
-34.208,116.149,312.2,1,1,2017-04-29,06:05,A,49,6.0NRT,301.8,6.3
-34.209,116.138,329.8,1,1,2017-04-29,06:05,A,84,6.0NRT,301.8,24.3
-34.313,115.345,411.8,1.1,1,2017-04-29,06:05,A,94,6.0NRT,311.8,362
-34.298,115.349,314.1,1.1,1,2017-04-29,06:05,A,65,6.0NRT,295.7,9.5
-34.299,115.337,364.5,1.1,1,2017-04-29,06:05,A,87,6.0NRT,300.1,105.4
-34.15,116.11,316.3,1,1,2017-04-29,06:05,A,69,6.0NRT,299.4,11.4
-34.044,116.003,322.9,1,1,2017-04-29,06:05,A,77,6.0NRT,294.8,19.9
-34.045,115.991,345.2,1,1,2017-04-29,06:05,A,93,6.0NRT,297.5,53.2
-33.318,119.902,311.6,1.2,1.1,2017-04-29,06:05,A,49,6.0NRT,299.4,4.5
-33.32,119.889,318.3,1.2,1.1,2017-04-29,06:05,A,71,6.0NRT,300.8,11.7
-33.801,116.773,322.2,1,1,2017-04-29,06:05,A,75,6.0NRT,303.6,11.9
-33.803,116.762,367.6,1,1,2017-04-29,06:05,A,100,6.0NRT,308.4,101.1
-33.804,116.751,315.1,1,1,2017-04-29,06:05,A,32,6.0NRT,304.5,5
-33.53,118.351,317.2,1,1,2017-04-29,06:05,A,65,6.0NRT,300.6,9.3
-33.521,118.349,320.1,1,1,2017-04-29,06:05,A,70,6.0NRT,301.5,11.8
-33.309,117.007,328.1,1,1,2017-04-29,06:05,A,80,6.0NRT,305.8,17.9
-33.31,116.996,367.5,1,1,2017-04-29,06:05,A,100,6.0NRT,308.1,99.9
-33.3,117.005,334.6,1,1,2017-04-29,06:05,A,86,6.0NRT,305.8,26.2
-33.301,116.995,362,1,1,2017-04-29,06:05,A,100,6.0NRT,309.7,83.3
-33.044,118.286,322.8,1,1,2017-04-29,06:05,A,73,6.0NRT,304,12.3
-33.045,118.275,358.4,1,1,2017-04-29,06:05,A,99,6.0NRT,305.7,77.7
-33.047,118.264,355.8,1,1,2017-04-29,06:05,A,98,6.0NRT,308.9,70.2
-33.036,118.273,322.3,1,1,2017-04-29,06:05,A,73,6.0NRT,303.6,12.1
-33.038,118.262,327.4,1,1,2017-04-29,06:05,A,79,6.0NRT,304.5,17.9
-33.186,115.695,312.5,1,1,2017-04-29,06:05,A,0,6.0NRT,298.5,7.2
-32.864,116.45,330.7,1,1,2017-04-29,06:05,A,83,6.0NRT,304.9,22.8
-32.866,116.439,320.1,1,1,2017-04-29,06:05,A,69,6.0NRT,304.7,10.9
-32.489,118.643,332.9,1.1,1,2017-04-29,06:05,A,84,6.0NRT,304.7,28.1
-32.491,118.632,339.6,1.1,1,2017-04-29,06:05,A,89,6.0NRT,306.4,39.3
-32.638,117.309,346.2,1,1,2017-04-29,06:05,A,93,6.0NRT,307.5,46.8
-32.64,117.299,342.4,1,1,2017-04-29,06:05,A,91,6.0NRT,308.7,39.1
-32.54,117.228,317.2,1,1,2017-04-29,06:05,A,64,6.0NRT,300.9,7.8
-32.542,117.217,325.6,1,1,2017-04-29,06:05,A,77,6.0NRT,302.1,16.1
-32.531,117.226,327.7,1,1,2017-04-29,06:05,A,80,6.0NRT,304.6,18.2
-32.533,117.216,332.2,1,1,2017-04-29,06:05,A,84,6.0NRT,307.4,23.7
-32.21,119.107,336.7,1.1,1.1,2017-04-29,06:05,A,87,6.0NRT,306.4,33.2
-32.212,119.095,362.5,1.1,1.1,2017-04-29,06:05,A,100,6.0NRT,309.8,98.5
-32.214,119.083,325.2,1.1,1.1,2017-04-29,06:05,A,77,6.0NRT,306.3,15.7
-32.202,119.093,337.9,1.1,1.1,2017-04-29,06:05,A,88,6.0NRT,306.9,35.8
-32.342,116.687,315.6,1,1,2017-04-29,06:05,A,35,6.0NRT,304.2,4.5
-32.189,117.24,321.7,1,1,2017-04-29,06:05,A,72,6.0NRT,304.8,10.8
-32.261,116.555,342.5,1,1,2017-04-29,06:05,A,91,6.0NRT,298.2,41
-32.253,116.543,324.3,1,1,2017-04-29,06:05,A,62,6.0NRT,296.9,16.2
-32.255,116.532,319,1,1,2017-04-29,06:05,A,42,6.0NRT,297,11.4
-32.224,116.614,337.8,1,1,2017-04-29,06:05,A,88,6.0NRT,300.5,32.2
-32.226,116.603,334.5,1,1,2017-04-29,06:05,A,83,6.0NRT,298.5,27.2
-32.228,116.592,331.7,1,1,2017-04-29,06:05,A,71,6.0NRT,298.6,23.5
-32.229,116.582,338.7,1,1,2017-04-29,06:05,A,88,6.0NRT,299.5,34.4
-32.231,116.571,321.3,1,1,2017-04-29,06:05,A,63,6.0NRT,298.7,13.2
-32.215,116.612,331.3,1,1,2017-04-29,06:05,A,61,6.0NRT,299.6,22.2
-32.217,116.601,327.8,1,1,2017-04-29,06:05,A,47,6.0NRT,297.8,17.5
-32.013,117.919,327.4,1,1,2017-04-29,06:05,A,79,6.0NRT,305.1,18.1
-32.208,116.603,336.9,1,1,2017-04-29,06:05,A,87,6.0NRT,302.4,31.3
-32.209,116.593,325,1,1,2017-04-29,06:05,A,72,6.0NRT,300.8,15.1
-32.202,116.58,326.1,1,1,2017-04-29,06:05,A,78,6.0NRT,299.8,17.1
-32.154,116.462,320,1,1,2017-04-29,06:05,A,31,6.0NRT,298.1,12.2
-32.139,116.503,344.9,1,1,2017-04-29,06:05,A,92,6.0NRT,301.5,44.1
-32.13,116.506,325.2,1,1,2017-04-29,06:05,A,56,6.0NRT,301.8,15.5
-32.135,116.474,319.9,1,1,2017-04-29,06:05,A,35,6.0NRT,299.4,11
-31.544,119.395,321,1.2,1.1,2017-04-29,06:05,A,72,6.0NRT,304.8,12.5
-31.669,117.697,317.1,1,1,2017-04-29,06:05,A,60,6.0NRT,303.1,8.1
-30.874,121.49,320.3,1.6,1.2,2017-04-29,06:05,A,73,6.0NRT,303.7,20.6
-31.682,116.353,321,1,1,2017-04-29,06:05,A,64,6.0NRT,306.6,11.2
-31.44,116.694,334.3,1,1,2017-04-29,06:05,A,85,6.0NRT,305.5,24.3
-31.442,116.683,328.9,1,1,2017-04-29,06:05,A,80,6.0NRT,305.5,17.1
-31.431,116.692,322.4,1,1,2017-04-29,06:05,A,71,6.0NRT,304.7,11
-31.433,116.681,317.8,1,1,2017-04-29,06:05,A,60,6.0NRT,305.1,6.5
-31.176,118.007,323.7,1.1,1,2017-04-29,06:05,A,72,6.0NRT,307.1,13.2
-31.266,116.815,323.5,1,1,2017-04-29,06:05,A,72,6.0NRT,305.9,10.9
-0.304,102.742,306.8,2.3,1.5,2017-04-29,06:15,A,0,6.0NRT,286.7,12.7
3.933,102.366,316.6,2.1,1.4,2017-04-29,06:15,A,73,6.0NRT,297,25.1
57.448,89.285,306.8,2.7,1.6,2017-04-29,06:20,T,64,6.0NRT,284.6,33.5
57.456,89.288,307.8,2.7,1.6,2017-04-29,06:20,T,66,6.0NRT,285.1,36.7
57.117,88.934,300.1,2.7,1.6,2017-04-29,06:20,T,28,6.0NRT,282.4,26
55.087,74.325,311.6,1,1,2017-04-29,06:20,T,56,6.0NRT,296.8,4.6
54.894,75.396,313.2,1,1,2017-04-29,06:20,T,66,6.0NRT,295.2,7.5
54.892,75.412,317.8,1,1,2017-04-29,06:20,T,73,6.0NRT,295.7,12.1
54.854,75.462,315.8,1,1,2017-04-29,06:20,T,70,6.0NRT,296,9.9
54.756,75.543,311.8,1.1,1,2017-04-29,06:20,T,57,6.0NRT,294.2,6.5
54.747,75.538,311.8,1.1,1,2017-04-29,06:20,T,61,6.0NRT,294.9,6.4
54.849,74.695,311.7,1,1,2017-04-29,06:20,T,58,6.0NRT,295.5,5.3
54.84,74.691,312.1,1,1,2017-04-29,06:20,T,61,6.0NRT,295.6,5.7
54.749,75.193,316.9,1,1,2017-04-29,06:20,T,73,6.0NRT,296.8,10.3
54.88,74.029,314.5,1,1,2017-04-29,06:20,T,68,6.0NRT,298.5,7.2
54.871,74.024,314.7,1,1,2017-04-29,06:20,T,65,6.0NRT,296.4,7.3
56.065,61.78,308.8,2.3,1.5,2017-04-29,06:20,T,55,6.0NRT,292.2,18.7
56.063,61.818,309.4,2.3,1.5,2017-04-29,06:20,T,54,6.0NRT,291.9,19.2
53.779,79.574,310.7,1.4,1.2,2017-04-29,06:20,T,70,6.0NRT,282,16.1
53.774,79.595,315.3,1.5,1.2,2017-04-29,06:20,T,76,6.0NRT,282.1,22.1
54.99,72.608,355.3,1,1,2017-04-29,06:20,T,98,6.0NRT,294.2,70.4
54.862,73.477,312.4,1,1,2017-04-29,06:20,T,46,6.0NRT,297.3,5
54.848,73.503,335.4,1,1,2017-04-29,06:20,T,0,6.0NRT,296.6,29.6
54.609,74.844,314.8,1,1,2017-04-29,06:20,T,70,6.0NRT,295.6,8.8
54.711,74.15,314.3,1,1,2017-04-29,06:20,T,69,6.0NRT,296.8,8.3
54.6,74.839,314.7,1,1,2017-04-29,06:20,T,69,6.0NRT,296,8.3
54.931,72.561,313.2,1,1,2017-04-29,06:20,T,35,6.0NRT,292.6,8.4
55.865,62.179,308.7,2.2,1.4,2017-04-29,06:20,T,42,6.0NRT,294,15.9
55.852,62.177,312.2,2.2,1.4,2017-04-29,06:20,T,63,6.0NRT,292.5,24.3
55.85,62.213,340.7,2.2,1.4,2017-04-29,06:20,T,92,6.0NRT,292.1,130.2
55.256,69.317,313.1,1.1,1.1,2017-04-29,06:20,T,68,6.0NRT,283.4,13.6
54.663,79.896,327.2,1.4,1.2,2017-04-29,06:20,T,56,6.0NRT,295.3,30
54.658,79.916,325.2,1.4,1.2,2017-04-29,06:20,T,70,6.0NRT,294.4,28.3
54.654,79.937,347.7,1.4,1.2,2017-04-29,06:20,T,95,6.0NRT,295.9,86.9
54.65,79.958,360.2,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,297.5,135
54.653,79.89,327,1.4,1.2,2017-04-29,06:20,T,85,6.0NRT,295.8,31.3
54.648,79.91,324.6,1.4,1.2,2017-04-29,06:20,T,83,6.0NRT,295.1,28.9
54.644,79.931,360.7,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,297.5,139.2
54.64,79.952,333.6,1.4,1.2,2017-04-29,06:20,T,81,6.0NRT,294.9,47.6
54.647,79.863,367,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,299.3,164.7
54.643,79.883,338.5,1.4,1.2,2017-04-29,06:20,T,78,6.0NRT,297.2,53.7
54.638,79.904,328.8,1.4,1.2,2017-04-29,06:20,T,79,6.0NRT,296.2,36.2
54.634,79.925,341.6,1.4,1.2,2017-04-29,06:20,T,90,6.0NRT,295.1,67.7
55.162,77.201,316,1.1,1.1,2017-04-29,06:20,T,27,6.0NRT,292.5,10
54.641,79.836,310.7,1.4,1.2,2017-04-29,06:20,T,53,6.0NRT,297.1,7.5
54.637,79.856,369.8,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,299.6,180.2
54.633,79.877,340.2,1.4,1.2,2017-04-29,06:20,T,86,6.0NRT,298,58.2
54.628,79.898,337.6,1.4,1.2,2017-04-29,06:20,T,91,6.0NRT,296.7,57.7
55.159,77.194,322.9,1.1,1.1,2017-04-29,06:20,T,60,6.0NRT,293.6,19.2
55.115,77.433,320.9,1.1,1.1,2017-04-29,06:20,T,78,6.0NRT,291.6,19
54.643,79.854,370.1,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,301.1,183.4
54.638,79.875,354.8,1.4,1.2,2017-04-29,06:20,T,98,6.0NRT,299.1,111.2
54.634,79.896,331.2,1.4,1.2,2017-04-29,06:20,T,84,6.0NRT,297.2,43.1
54.63,79.916,331.4,1.4,1.2,2017-04-29,06:20,T,87,6.0NRT,295.1,46
56.864,62.446,304.2,2.2,1.4,2017-04-29,06:20,T,26,6.0NRT,290.6,12.6
55.153,77.172,330.5,1.1,1.1,2017-04-29,06:20,T,84,6.0NRT,294.6,28.7
55.15,77.189,332.3,1.1,1.1,2017-04-29,06:20,T,85,6.0NRT,293.5,32
54.633,79.848,332.1,1.4,1.2,2017-04-29,06:20,T,88,6.0NRT,297.2,44.2
54.628,79.869,325.8,1.4,1.2,2017-04-29,06:20,T,74,6.0NRT,296.4,31
54.624,79.889,329.3,1.4,1.2,2017-04-29,06:20,T,86,6.0NRT,295.3,40.8
55.171,77.014,314.2,1.1,1.1,2017-04-29,06:20,T,70,6.0NRT,295.9,9.5
55.168,77.031,310.2,1.1,1.1,2017-04-29,06:20,T,54,6.0NRT,296,5.6
54.623,79.842,314.4,1.4,1.2,2017-04-29,06:20,T,75,6.0NRT,295.2,15.5
55.165,76.992,311,1.1,1.1,2017-04-29,06:20,T,31,6.0NRT,295.3,6.5
55.131,77.178,308.4,1.1,1.1,2017-04-29,06:20,T,39,6.0NRT,290.4,5.9
55.062,77.556,311.9,1.2,1.1,2017-04-29,06:20,T,0,6.0NRT,291.9,10.1
55.18,76.853,333.4,1.1,1,2017-04-29,06:20,T,87,6.0NRT,294,33.6
55.177,76.87,320.1,1.1,1,2017-04-29,06:20,T,72,6.0NRT,292.9,15.7
55.177,76.815,355.2,1.1,1,2017-04-29,06:20,T,98,6.0NRT,296.2,78.2
55.174,76.832,362.6,1.1,1,2017-04-29,06:20,T,100,6.0NRT,298.3,99.1
55.171,76.848,355.7,1.1,1,2017-04-29,06:20,T,98,6.0NRT,298.2,79.5
55.168,76.865,361.1,1.1,1,2017-04-29,06:20,T,100,6.0NRT,297.6,97.1
55.171,76.793,345.5,1.1,1,2017-04-29,06:20,T,94,6.0NRT,297,51.7
55.168,76.81,357.8,1.1,1,2017-04-29,06:20,T,99,6.0NRT,297.7,83.1
55.165,76.827,345.3,1.1,1,2017-04-29,06:20,T,94,6.0NRT,298.2,50.4
55.162,76.844,381.2,1.1,1,2017-04-29,06:20,T,100,6.0NRT,302,174.9
55.159,76.86,359,1.1,1,2017-04-29,06:20,T,99,6.0NRT,297.6,89.7
55.165,76.772,335.5,1.1,1,2017-04-29,06:20,T,82,6.0NRT,296.8,32.7
55.162,76.789,330.4,1.1,1,2017-04-29,06:20,T,54,6.0NRT,296.8,23.3
55.159,76.805,341,1.1,1,2017-04-29,06:20,T,90,6.0NRT,298.5,42.6
55.156,76.822,380.1,1.1,1,2017-04-29,06:20,T,100,6.0NRT,302.3,171.1
55.153,76.839,357.7,1.1,1,2017-04-29,06:20,T,99,6.0NRT,297.6,87.9
55.367,75.553,334.2,1,1,2017-04-29,06:20,T,88,6.0NRT,297.4,31.4
55.156,76.767,331.1,1.1,1,2017-04-29,06:20,T,59,6.0NRT,296.7,25
