latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
54.2,112.829,314.9,3.2,1.7,2017-04-29,04:45,T,75,6.0NRT,289.4,72.6
57.408,97.546,359,1,1,2017-04-29,04:45,T,99,6.0NRT,291.2,84.8
54.185,112.82,385.4,3.2,1.7,2017-04-29,04:45,T,100,6.0NRT,294.4,959.1
54.172,112.864,338.9,3.2,1.7,2017-04-29,04:45,T,91,6.0NRT,285.9,223.6
57.384,97.529,315.9,1,1,2017-04-29,04:45,T,57,6.0NRT,286.4,14.2
54.188,112.815,378.5,3.2,1.7,2017-04-29,04:45,T,100,6.0NRT,295.1,802.8
54.175,112.86,351.6,3.2,1.7,2017-04-29,04:45,T,97,6.0NRT,287.2,360.1
54.264,112.028,333.3,3,1.6,2017-04-29,04:45,T,88,6.0NRT,291.2,152.5
54.252,112.068,321.2,3,1.6,2017-04-29,04:45,T,80,6.0NRT,290.4,83.9
54.251,112.016,322.8,3,1.6,2017-04-29,04:45,T,82,6.0NRT,292.3,90.9
54.208,111.872,309.8,2.9,1.6,2017-04-29,04:45,T,64,6.0NRT,288.7,41.9
54.196,111.912,308.8,2.9,1.6,2017-04-29,04:45,T,61,6.0NRT,288.9,37.5
57.578,93.243,314.9,1.3,1.1,2017-04-29,04:45,T,70,6.0NRT,292.2,16.8
57.25,94.801,310,1.2,1.1,2017-04-29,04:45,T,37,6.0NRT,285.5,9.6
56.864,97.577,333.4,1,1,2017-04-29,04:45,T,76,6.0NRT,291.1,29.5
56.862,97.593,333.2,1,1,2017-04-29,04:45,T,81,6.0NRT,291,29.7
56.86,97.609,333.2,1,1,2017-04-29,04:45,T,74,6.0NRT,290.3,30.1
56.86,97.54,310.2,1,1,2017-04-29,04:45,T,40,6.0NRT,291,6.9
56.858,97.557,334.4,1,1,2017-04-29,04:45,T,89,6.0NRT,291.8,32.2
56.853,97.589,322.7,1,1,2017-04-29,04:45,T,82,6.0NRT,291.9,18.7
56.851,97.605,321.2,1,1,2017-04-29,04:45,T,67,6.0NRT,290.7,16.9
53.519,113.076,328.4,3.5,1.8,2017-04-29,04:45,T,86,6.0NRT,294.5,140.8
56.824,97.662,326.3,1,1,2017-04-29,04:45,T,69,6.0NRT,279,22.5
56.82,97.695,329.5,1,1,2017-04-29,04:45,T,59,6.0NRT,272.6,26.4
56.813,97.685,325.6,1,1,2017-04-29,04:45,T,49,6.0NRT,276.5,23.6
53.511,113.062,336.3,3.5,1.8,2017-04-29,04:45,T,90,6.0NRT,293.6,208.1
53.497,112.992,311.4,3.5,1.8,2017-04-29,04:45,T,57,6.0NRT,296.2,47.2
53.498,112.472,308.9,3.3,1.7,2017-04-29,04:45,T,37,6.0NRT,293.9,34.7
53.731,111.555,310.4,3,1.6,2017-04-29,04:45,T,50,6.0NRT,287.8,41
53.719,111.596,316.3,3,1.6,2017-04-29,04:45,T,77,6.0NRT,290,62
53.611,111.969,319.4,3.1,1.7,2017-04-29,04:45,T,77,6.0NRT,292.9,70.6
53.599,112.011,313.8,3.1,1.7,2017-04-29,04:45,T,47,6.0NRT,292.8,48.2
53.502,112.468,310.7,3.3,1.7,2017-04-29,04:45,T,50,6.0NRT,293.7,41.1
53.731,111.548,303.5,3,1.6,2017-04-29,04:45,T,49,6.0NRT,286.2,23.1
53.719,111.589,318.1,3,1.6,2017-04-29,04:45,T,78,6.0NRT,291.1,73.1
53.613,111.964,314.6,3.1,1.7,2017-04-29,04:45,T,75,6.0NRT,292.9,55.2
53.601,112.005,317.4,3.1,1.7,2017-04-29,04:45,T,78,6.0NRT,293.2,70.4
53.46,112.434,326.6,3.3,1.7,2017-04-29,04:45,T,82,6.0NRT,295.2,122.6
57.367,90.326,323.5,1.6,1.3,2017-04-29,04:45,T,78,6.0NRT,273.8,48.4
53.446,112.366,310.6,3.3,1.7,2017-04-29,04:45,T,25,6.0NRT,290.3,43.8
53.432,112.412,312.6,3.3,1.7,2017-04-29,04:45,T,49,6.0NRT,290.2,51.9
53.436,112.41,313.6,3.3,1.7,2017-04-29,04:45,T,29,6.0NRT,290.8,54.6
57.104,83.917,309.3,3.1,1.7,2017-04-29,04:45,T,47,6.0NRT,288.8,35.9
57.106,83.91,310.2,3.1,1.7,2017-04-29,04:45,T,61,6.0NRT,288,40.4
57.026,84.059,309.3,3,1.7,2017-04-29,04:45,T,68,6.0NRT,289.3,36.2
57.028,84.052,308.8,3,1.7,2017-04-29,04:45,T,68,6.0NRT,289.4,34.5
53.81,106.505,306.6,1.8,1.3,2017-04-29,04:45,T,46,6.0NRT,276.8,21.6
53.805,106.529,307.1,1.8,1.3,2017-04-29,04:45,T,47,6.0NRT,275.5,21.9
51.692,113.935,307.1,4.5,1.9,2017-04-29,04:45,T,57,6.0NRT,290.7,49.7
51.691,113.93,307.5,4.5,1.9,2017-04-29,04:45,T,55,6.0NRT,290.7,52.5
51.66,113.904,308.4,4.5,1.9,2017-04-29,04:45,T,47,6.0NRT,291.8,58.2
51.66,113.896,306.5,4.5,1.9,2017-04-29,04:45,T,46,6.0NRT,291.3,51.6
56.476,83.614,305.4,3.1,1.7,2017-04-29,04:45,T,31,6.0NRT,285,31.5
56.449,83.456,300.6,3.2,1.7,2017-04-29,04:45,T,33,6.0NRT,285.2,14.4
56.448,83.508,309.3,3.2,1.7,2017-04-29,04:45,T,68,6.0NRT,287.7,41.1
53.639,106.35,302.1,1.8,1.3,2017-04-29,04:45,T,47,6.0NRT,282.3,12.8
56.228,83.475,301.6,3.2,1.7,2017-04-29,04:45,T,45,6.0NRT,277.8,27.4
51.774,112.063,313,3.7,1.8,2017-04-29,04:45,T,70,6.0NRT,296.4,55.9
51.767,112.052,309.5,3.7,1.8,2017-04-29,04:45,T,65,6.0NRT,297.2,38.5
51.822,111.628,306.1,3.5,1.8,2017-04-29,04:45,T,36,6.0NRT,290.2,36.6
51.828,111.627,305.4,3.5,1.8,2017-04-29,04:45,T,36,6.0NRT,289.2,35.6
52.411,108.995,316.5,2.5,1.5,2017-04-29,04:45,T,68,6.0NRT,294.4,48.5
55.083,90.385,309.5,1.5,1.2,2017-04-29,04:45,T,32,6.0NRT,293.7,10.8
51.761,109.213,316.1,2.8,1.6,2017-04-29,04:45,T,68,6.0NRT,292.4,46.4
55.208,85.179,304.2,2.6,1.6,2017-04-29,04:45,T,58,6.0NRT,292.3,14.9
55.153,85.372,313.9,2.6,1.5,2017-04-29,04:45,T,69,6.0NRT,294.4,35.5
53.229,102.039,338.2,1.2,1.1,2017-04-29,04:45,T,91,6.0NRT,287.9,52.6
53.226,102.057,317.2,1.2,1.1,2017-04-29,04:45,T,77,6.0NRT,289.1,17.2
18.208,-90.496,326.9,1,1,2017-04-29,04:15,T,100,6.0NRT,296.7,22.5
18.038,-91.628,319.1,1.1,1.1,2017-04-29,04:15,T,97,6.0NRT,298.4,14.2
18.045,-91.613,319,1.1,1.1,2017-04-29,04:15,T,97,6.0NRT,298.1,14.5
18.043,-91.624,347.9,1.1,1.1,2017-04-29,04:15,T,100,6.0NRT,299.7,64.2
18.041,-91.634,354.9,1.1,1.1,2017-04-29,04:15,T,100,6.0NRT,300.1,83.3
18.04,-91.645,315.6,1.1,1.1,2017-04-29,04:15,T,89,6.0NRT,298,10.7
18.052,-91.625,343.3,1.1,1.1,2017-04-29,04:15,T,100,6.0NRT,298.6,54
18.051,-91.636,364.4,1.1,1.1,2017-04-29,04:15,T,100,6.0NRT,299.3,114.4
18.049,-91.647,309.2,1.1,1.1,2017-04-29,04:15,T,64,6.0NRT,297.9,5.1
17.844,-93.11,312.6,1.4,1.2,2017-04-29,04:15,T,82,6.0NRT,294.9,13.7
58.7,101.273,325.3,1,1,2017-04-29,04:40,T,84,6.0NRT,287.5,24.9
58.697,101.29,309.4,1,1,2017-04-29,04:40,T,68,6.0NRT,283.7,10.4
58.691,101.268,310.3,1,1,2017-04-29,04:40,T,70,6.0NRT,286.5,11.5
58.651,97.511,301.4,1,1,2017-04-29,04:40,T,42,6.0NRT,288,5
55.95,111.163,303.2,2.3,1.5,2017-04-29,04:40,T,0,6.0NRT,287.8,16.2
55.874,111.395,314.7,2.4,1.5,2017-04-29,04:40,T,18,6.0NRT,289,40.7
-34.302,147.495,322.3,1.6,1.2,2017-04-29,04:30,A,81,6.0NRT,287.6,33.6
-34.236,146.864,308.5,1.5,1.2,2017-04-29,04:30,A,51,6.0NRT,286.7,12.8
17.842,-93.123,338.1,1.4,1.2,2017-04-29,04:15,T,100,6.0NRT,295.7,61.2
18.296,-90.526,308.6,1,1,2017-04-29,04:15,T,66,6.0NRT,296.2,5
17.511,-95.38,307,2,1.4,2017-04-29,04:15,T,70,6.0NRT,293.8,16.8
17.904,-93.18,309.1,1.4,1.2,2017-04-29,04:15,T,71,6.0NRT,295.5,9.6
18.34,-91.396,314.6,1.1,1.1,2017-04-29,04:15,T,86,6.0NRT,297.1,9.8
18.555,-90.946,310.3,1.1,1,2017-04-29,04:15,T,72,6.0NRT,296.6,5.9
18.564,-90.948,309.9,1.1,1,2017-04-29,04:15,T,70,6.0NRT,296.6,6
18.381,-92.456,322.3,1.2,1.1,2017-04-29,04:15,T,100,6.0NRT,296.7,23.9
18.72,-90.46,306.4,1,1,2017-04-29,04:15,T,58,6.0NRT,296.3,3.8
18.755,-91.157,308.3,1.1,1,2017-04-29,04:15,T,62,6.0NRT,297.1,4.2
18.439,-93.168,308.1,1.4,1.2,2017-04-29,04:15,T,44,6.0NRT,294.5,11.2
18.641,-92.175,317.5,1.2,1.1,2017-04-29,04:15,T,94,6.0NRT,297.7,15.1
18.876,-91.2,319.6,1.1,1,2017-04-29,04:15,T,99,6.0NRT,298.1,14.9
18.874,-91.21,311.2,1.1,1,2017-04-29,04:15,T,75,6.0NRT,297.5,7.1
18.911,-91.031,308.9,1.1,1,2017-04-29,04:15,T,66,6.0NRT,296.4,5.3
19.195,-90.363,312.9,1,1,2017-04-29,04:15,T,83,6.0NRT,290.7,8.8
19.204,-90.365,324.5,1,1,2017-04-29,04:15,T,100,6.0NRT,291.5,20.1
19.203,-90.374,306.6,1,1,2017-04-29,04:15,T,61,6.0NRT,290.4,4.4
19.377,-90.445,314.9,1,1,2017-04-29,04:15,T,89,6.0NRT,294.4,10.6
19.465,-90.348,307.5,1,1,2017-04-29,04:15,T,65,6.0NRT,293.8,4.7
19.474,-90.35,317.9,1,1,2017-04-29,04:15,T,95,6.0NRT,294.2,12.7
19.391,-92.04,309.7,1.2,1.1,2017-04-29,04:15,T,57,6.0NRT,292.4,8.6
19.441,-92.038,305.8,1.2,1.1,2017-04-29,04:15,T,38,6.0NRT,293.2,5.4
19.845,-90.202,310,1,1,2017-04-29,04:15,T,73,6.0NRT,297.6,5.9
19.564,-92.24,314.4,1.2,1.1,2017-04-29,04:15,T,85,6.0NRT,296.6,12.4
20.409,-89.414,308,1,1,2017-04-29,04:15,T,64,6.0NRT,296.7,5.2
21.173,-87.644,304.4,1.1,1.1,2017-04-29,04:15,T,52,6.0NRT,293.1,4.2
21.44,-87.97,314.9,1.1,1,2017-04-29,04:15,T,89,6.0NRT,295.2,12.2
21.439,-87.98,322.5,1.1,1,2017-04-29,04:15,T,100,6.0NRT,295.5,20.3
21.448,-87.982,307.5,1.1,1,2017-04-29,04:15,T,66,6.0NRT,295.4,6.3
26.328,-81.569,307.3,3.4,1.7,2017-04-29,04:15,T,53,6.0NRT,293.1,41.4
53.138,8.685,301,1.1,1,2017-04-29,01:55,A,36,6.0NRT,275,10.7
52.157,10.414,305,1.3,1.1,2017-04-29,01:55,A,62,6.0NRT,277.6,16
51.485,6.72,325.4,1,1,2017-04-29,01:55,A,100,6.0NRT,277.2,28.1
51.365,6.71,300,1,1,2017-04-29,01:55,A,12,6.0NRT,276.4,8.9
51.178,3.813,300.6,1,1,2017-04-29,01:55,A,30,6.0NRT,278.9,8.2
51.167,3.824,312.3,1,1,2017-04-29,01:55,A,84,6.0NRT,276.5,15.8
43.453,4.905,300.1,1.1,1.1,2017-04-29,01:55,A,11,6.0NRT,277.1,8.6
43.444,4.902,304.2,1.1,1.1,2017-04-29,01:55,A,35,6.0NRT,278.9,11.2
43.508,132.464,304,2.6,1.6,2017-04-29,01:30,T,0,6.0NRT,286.8,23.5
42.786,133.089,310.3,2.4,1.5,2017-04-29,01:30,T,66,6.0NRT,293.7,20.6
42.779,133.082,308,2.4,1.5,2017-04-29,01:30,T,50,6.0NRT,293.2,15.6
38.041,139.799,321.7,1,1,2017-04-29,01:30,T,80,6.0NRT,286,18.7
36.924,140.003,308.8,1,1,2017-04-29,01:30,T,46,6.0NRT,295.8,3.2
35.93,140.675,319.7,1,1,2017-04-29,01:30,T,0,6.0NRT,301.7,9.6
36.012,137.01,302.4,1.2,1.1,2017-04-29,01:30,T,31,6.0NRT,287.2,6.4
36.002,137.008,303,1.2,1.1,2017-04-29,01:30,T,47,6.0NRT,286.4,6.8
33.259,131.655,314.8,2.3,1.5,2017-04-29,01:30,T,0,6.0NRT,298.1,21.6
-37.678,-72.477,301.8,1.3,1.1,2017-04-29,04:00,T,45,6.0NRT,284.5,9.9
1.448,125.18,312.4,2.4,1.5,2017-04-29,01:40,T,0,6.0NRT,293.5,20.4
63.203,130.779,315,1,1,2017-04-29,03:00,T,67,6.0NRT,278.3,16.9
62.439,130.052,301.9,1,1,2017-04-29,03:00,T,0,6.0NRT,284.9,4.2
25.997,113.184,312.7,1,1,2017-04-29,03:15,T,66,6.0NRT,301.2,6.2
25.775,114.562,312.6,1.1,1,2017-04-29,03:15,T,47,6.0NRT,298.2,7.1
25.695,114.303,317.3,1.1,1,2017-04-29,03:15,T,64,6.0NRT,300.4,11.5
25.529,114.82,311.3,1.1,1,2017-04-29,03:15,T,21,6.0NRT,298.3,6.1
25.059,116.409,312.5,1.3,1.1,2017-04-29,03:15,T,42,6.0NRT,299.2,9.5
24.882,116.24,312.5,1.3,1.1,2017-04-29,03:15,T,18,6.0NRT,299.3,9.7
25.172,114.219,310.4,1.1,1,2017-04-29,03:15,T,56,6.0NRT,292.5,7.4
24.902,115.702,317.4,1.2,1.1,2017-04-29,03:15,T,60,6.0NRT,299.1,13.4
24.892,115.7,317.9,1.2,1.1,2017-04-29,03:15,T,75,6.0NRT,299.5,14.3
25.041,113.035,309.7,1,1,2017-04-29,03:15,T,59,6.0NRT,298.1,4.1
24.925,113.552,315.6,1,1,2017-04-29,03:15,T,61,6.0NRT,301.5,7.9
24.783,113.514,325.4,1,1,2017-04-29,03:15,T,53,6.0NRT,302.3,15.3
24.779,113.299,315.2,1,1,2017-04-29,03:15,T,22,6.0NRT,300.9,6.4
24.278,116.167,314,1.3,1.1,2017-04-29,03:15,T,36,6.0NRT,300,11.5
25.18,109.348,323.4,1.3,1.1,2017-04-29,03:15,T,79,6.0NRT,292.3,23.4
24.447,114.131,314.2,1.1,1,2017-04-29,03:15,T,65,6.0NRT,298.3,7.2
24.482,113.666,309.4,1,1,2017-04-29,03:15,T,51,6.0NRT,296.9,5.7
24.89,110.73,312.6,1.1,1,2017-04-29,03:15,T,59,6.0NRT,298.4,5.8
24.061,115.376,312.6,1.2,1.1,2017-04-29,03:15,T,66,6.0NRT,298.9,8.1
24.51,111.558,310.5,1,1,2017-04-29,03:15,T,46,6.0NRT,295.7,5.3
24.951,107.21,308.4,1.7,1.3,2017-04-29,03:15,T,43,6.0NRT,292.9,10.9
24.505,110.388,313.9,1.1,1,2017-04-29,03:15,T,41,6.0NRT,297.3,5.3
24.222,112.151,319.9,1,1,2017-04-29,03:15,T,75,6.0NRT,296.5,13.2
24.164,112.413,317.2,1,1,2017-04-29,03:15,T,68,6.0NRT,294.1,11
24.156,112.412,330.9,1,1,2017-04-29,03:15,T,85,6.0NRT,294.8,25.7
24.154,112.421,315.9,1,1,2017-04-29,03:15,T,57,6.0NRT,295,9.7
24.553,109.074,317.6,1.3,1.1,2017-04-29,03:15,T,71,6.0NRT,298.1,11.2
23.883,113.716,311.5,1,1,2017-04-29,03:15,T,63,6.0NRT,296,7.4
24.265,110.937,316.8,1.1,1,2017-04-29,03:15,T,70,6.0NRT,295.6,11.1
24.264,110.947,309,1.1,1,2017-04-29,03:15,T,45,6.0NRT,294.2,4.2
23.423,116.046,311.5,1.4,1.2,2017-04-29,03:15,T,62,6.0NRT,297.7,8.6
23.663,113.231,316.2,1,1,2017-04-29,03:15,T,56,6.0NRT,301.1,8
24.22,109.127,311.1,1.3,1.1,2017-04-29,03:15,T,59,6.0NRT,294,8.7
23.889,111.131,318.2,1,1,2017-04-29,03:15,T,73,6.0NRT,295.4,12.4
23.194,115.584,313.8,1.3,1.1,2017-04-29,03:15,T,62,6.0NRT,297.6,10.2
23.508,113.1,318.4,1,1,2017-04-29,03:15,T,72,6.0NRT,299.5,11.1
23.277,114.457,310.6,1.1,1.1,2017-04-29,03:15,T,21,6.0NRT,298,5.4
23.5,112.848,318.4,1,1,2017-04-29,03:15,T,72,6.0NRT,299.9,10.3
23.662,111.366,310,1,1,2017-04-29,03:15,T,56,6.0NRT,295.8,5.3
23.389,112.733,318.2,1,1,2017-04-29,03:15,T,64,6.0NRT,302.3,9.7
23.379,112.735,312.1,1,1,2017-04-29,03:15,T,58,6.0NRT,298.3,5.6
23.324,112.915,318.4,1,1,2017-04-29,03:15,T,47,6.0NRT,301.4,9.2
23.327,112.835,319.3,1,1,2017-04-29,03:15,T,29,6.0NRT,296.6,8.1
23.288,113.09,317.3,1,1,2017-04-29,03:15,T,33,6.0NRT,300.8,7.7
23.458,111.827,326.1,1,1,2017-04-29,03:15,T,80,6.0NRT,295.9,20.9
23.457,111.836,310.5,1,1,2017-04-29,03:15,T,54,6.0NRT,293.7,6.7
23.244,113.015,323.1,1,1,2017-04-29,03:15,T,22,6.0NRT,303,12.7
23.215,112.9,319.3,1,1,2017-04-29,03:15,T,22,6.0NRT,298.4,9.2
23.188,112.955,317.8,1,1,2017-04-29,03:15,T,37,6.0NRT,298.1,7.8
23.927,107.304,309.1,1.6,1.3,2017-04-29,03:15,T,48,6.0NRT,291.1,8.8
23.726,109.011,316.4,1.3,1.1,2017-04-29,03:15,T,68,6.0NRT,292.8,13.4
23.2,112.572,316,1,1,2017-04-29,03:15,T,24,6.0NRT,300.4,6.9
23.122,113.028,321.5,1,1,2017-04-29,03:15,T,11,6.0NRT,301,8.6
23.103,113.034,326.3,1,1,2017-04-29,03:15,T,66,6.0NRT,299.7,11.1
23.348,111.246,312,1,1,2017-04-29,03:15,T,25,6.0NRT,297.4,4.9
23.058,112.661,314.6,1,1,2017-04-29,03:15,T,57,6.0NRT,297.1,7.1
23.05,112.53,316.7,1,1,2017-04-29,03:15,T,32,6.0NRT,300,7.1
23.041,112.522,319.1,1,1,2017-04-29,03:15,T,59,6.0NRT,301.2,11.2
22.952,113.116,325,1,1,2017-04-29,03:15,T,63,6.0NRT,303.6,12.5
23.019,112.429,315.2,1,1,2017-04-29,03:15,T,34,6.0NRT,300.1,7
23.04,112.166,314.6,1,1,2017-04-29,03:15,T,55,6.0NRT,299.5,6.8
23.038,112.176,313.4,1,1,2017-04-29,03:15,T,43,6.0NRT,299,6.2
23.541,108.277,310.2,1.4,1.2,2017-04-29,03:15,T,48,6.0NRT,292.8,7.3
22.868,112.695,314.4,1,1,2017-04-29,03:15,T,34,6.0NRT,297,7
22.939,112.163,322.3,1,1,2017-04-29,03:15,T,37,6.0NRT,299.3,13
22.937,112.173,322.4,1,1,2017-04-29,03:15,T,54,6.0NRT,299.3,13.3
22.933,112.202,318,1,1,2017-04-29,03:15,T,53,6.0NRT,298.5,9.8
22.825,112.797,315.6,1,1,2017-04-29,03:15,T,42,6.0NRT,299,7.6
22.787,112.924,316.8,1,1,2017-04-29,03:15,T,41,6.0NRT,301,7.2
22.787,112.864,311.3,1,1,2017-04-29,03:15,T,55,6.0NRT,297.6,5.6
22.824,112.562,319.6,1,1,2017-04-29,03:15,T,70,6.0NRT,298.2,11.7
22.822,112.571,315.7,1,1,2017-04-29,03:15,T,41,6.0NRT,299.6,8.2
22.806,112.678,315.4,1,1,2017-04-29,03:15,T,66,6.0NRT,301.8,9.2
22.772,112.901,314.6,1,1,2017-04-29,03:15,T,41,6.0NRT,299.9,6.3
22.726,112.903,317.5,1,1,2017-04-29,03:15,T,45,6.0NRT,298.9,8.5
22.668,113.038,320.1,1,1,2017-04-29,03:15,T,57,6.0NRT,301.5,10.5
22.656,112.875,315.9,1,1,2017-04-29,03:15,T,54,6.0NRT,300.2,8.4
23.142,109.358,313.3,1.2,1.1,2017-04-29,03:15,T,62,6.0NRT,294.7,7.7
22.632,112.851,316.5,1,1,2017-04-29,03:15,T,20,6.0NRT,298.3,8.1
23.17,108.401,316.3,1.3,1.1,2017-04-29,03:15,T,68,6.0NRT,291.6,13
23.069,109.055,317.6,1.2,1.1,2017-04-29,03:15,T,69,6.0NRT,294,13.2
23.068,109.049,317,1.2,1.1,2017-04-29,03:15,T,69,6.0NRT,294,12.7
23.028,109.283,310,1.2,1.1,2017-04-29,03:15,T,49,6.0NRT,293.3,6.6
23.027,108.823,312.3,1.3,1.1,2017-04-29,03:15,T,60,6.0NRT,292.4,9.3
23.025,108.835,310.1,1.3,1.1,2017-04-29,03:15,T,51,6.0NRT,292.6,7.1
22.782,110.684,311.6,1,1,2017-04-29,03:15,T,57,6.0NRT,296.7,6.1
22.781,110.695,327,1,1,2017-04-29,03:15,T,81,6.0NRT,297,21.6
22.785,107.713,313.2,1.5,1.2,2017-04-29,03:15,T,33,6.0NRT,292,11.8
22.774,107.711,323.9,1.5,1.2,2017-04-29,03:15,T,78,6.0NRT,293.3,30
22.772,107.724,311.2,1.5,1.2,2017-04-29,03:15,T,25,6.0NRT,293.6,9
22.781,107.705,313.4,1.5,1.2,2017-04-29,03:15,T,63,6.0NRT,292.2,13.3
22.779,107.719,323.7,1.5,1.2,2017-04-29,03:15,T,78,6.0NRT,293.4,28.7
22.14,111.761,314.8,1,1,2017-04-29,03:15,T,64,6.0NRT,296.8,7.2
22.184,108.888,316,1.2,1.1,2017-04-29,03:15,T,65,6.0NRT,295,11.1
21.933,109.338,312.4,1.2,1.1,2017-04-29,03:15,T,58,6.0NRT,294.9,7.1
21.873,106.908,309.7,1.6,1.2,2017-04-29,03:15,T,50,6.0NRT,290.7,9.2
21.851,107.104,344.9,1.6,1.2,2017-04-29,03:15,T,93,6.0NRT,295.6,90.6
21.849,107.119,314.8,1.6,1.2,2017-04-29,03:15,T,66,6.0NRT,294.4,15.6
21.873,106.902,312.6,1.6,1.2,2017-04-29,03:15,T,61,6.0NRT,291.1,13.2
21.85,107.098,327.8,1.6,1.2,2017-04-29,03:15,T,82,6.0NRT,294.8,40
21.848,107.113,326.6,1.6,1.2,2017-04-29,03:15,T,81,6.0NRT,295,37.3
21.718,107.15,313.6,1.5,1.2,2017-04-29,03:15,T,63,6.0NRT,294.4,13.6
21.717,107.165,311.5,1.5,1.2,2017-04-29,03:15,T,56,6.0NRT,294.6,10.2
21.555,107.386,311.1,1.5,1.2,2017-04-29,03:15,T,55,6.0NRT,294.7,8.5
21.514,107.331,311.6,1.5,1.2,2017-04-29,03:15,T,56,6.0NRT,294.6,9.9
21.471,107.676,314.1,1.4,1.2,2017-04-29,03:15,T,63,6.0NRT,295.3,11.9
21.47,107.69,312.2,1.4,1.2,2017-04-29,03:15,T,58,6.0NRT,295.2,8.8
53.194,102.059,312.8,1.2,1.1,2017-04-29,04:45,T,61,6.0NRT,288.2,13.1
51.739,108.442,376.4,2.5,1.5,2017-04-29,04:45,T,94,6.0NRT,304,514.2
51.727,108.432,315.6,2.5,1.5,2017-04-29,04:45,T,71,6.0NRT,300.6,26.6
55.101,84.907,304.6,2.7,1.6,2017-04-29,04:45,T,56,6.0NRT,291.7,14.5
51.746,108.442,353.1,2.5,1.5,2017-04-29,04:45,T,84,6.0NRT,302.4,240.4
51.742,108.399,319.7,2.5,1.5,2017-04-29,04:45,T,47,6.0NRT,301.7,41.3
51.734,108.432,357.6,2.5,1.5,2017-04-29,04:45,T,93,6.0NRT,302.6,286
55.098,84.901,304.7,2.7,1.6,2017-04-29,04:45,T,60,6.0NRT,291.7,14.9
55.086,85.194,306.4,2.6,1.6,2017-04-29,04:45,T,60,6.0NRT,292.5,20.2
54.451,91.801,313.2,1.3,1.1,2017-04-29,04:45,T,72,6.0NRT,295.4,9.8
54.449,91.822,329.6,1.3,1.1,2017-04-29,04:45,T,86,6.0NRT,296.6,34.5
54.898,85.402,308.2,2.5,1.5,2017-04-29,04:45,T,67,6.0NRT,295,18.9
54.398,92.115,314.2,1.3,1.1,2017-04-29,04:45,T,73,6.0NRT,294.7,13.3
51.343,108.937,318,2.8,1.6,2017-04-29,04:45,T,45,6.0NRT,299.6,46.4
51.333,108.974,332.9,2.8,1.6,2017-04-29,04:45,T,88,6.0NRT,296.8,125.5
51.33,108.929,314.7,2.8,1.6,2017-04-29,04:45,T,47,6.0NRT,300,37.8
51.32,108.966,323.3,2.8,1.6,2017-04-29,04:45,T,73,6.0NRT,294.5,78
54.815,86.013,318,2.4,1.5,2017-04-29,04:45,T,78,6.0NRT,294.5,45.7
54.801,86.011,329,2.4,1.5,2017-04-29,04:45,T,86,6.0NRT,295.6,85.3
54.789,86.269,319.9,2.3,1.5,2017-04-29,04:45,T,80,6.0NRT,295.6,43.5
54.807,86.004,333.3,2.4,1.5,2017-04-29,04:45,T,88,6.0NRT,296.2,105.5
54.805,86.041,314.5,2.4,1.5,2017-04-29,04:45,T,64,6.0NRT,291.2,33.4
54.78,86.26,320.3,2.3,1.5,2017-04-29,04:45,T,80,6.0NRT,296,48.6
54.739,86.291,313.5,2.3,1.5,2017-04-29,04:45,T,74,6.0NRT,294.8,28
54.873,79.291,302.4,4.8,2,2017-04-29,04:45,T,18,6.0NRT,290.3,30.6
54.725,86.289,309.1,2.3,1.5,2017-04-29,04:45,T,59,6.0NRT,293.9,16.7
50.728,108.473,325.8,2.8,1.6,2017-04-29,04:45,T,81,6.0NRT,287.7,93.3
50.68,108.654,303.9,2.8,1.6,2017-04-29,04:45,T,54,6.0NRT,287.6,22.4
50.671,108.69,318.3,2.8,1.6,2017-04-29,04:45,T,78,6.0NRT,288.4,70.9
51.746,103.804,306.9,1.6,1.2,2017-04-29,04:45,T,44,6.0NRT,286.7,12.6
53.993,87.017,305.9,2.1,1.4,2017-04-29,04:45,T,47,6.0NRT,282.9,14.4
53.98,87.016,303.4,2.1,1.4,2017-04-29,04:45,T,22,6.0NRT,282.3,10
52.251,99.998,305.4,1.1,1.1,2017-04-29,04:45,T,39,6.0NRT,286,8.7
51.649,101.361,333.9,1.3,1.1,2017-04-29,04:45,T,77,6.0NRT,296.4,42.8
48.951,111.868,325.8,4.6,2,2017-04-29,04:45,T,66,6.0NRT,298.4,153.8
48.917,111.913,323.7,4.6,2,2017-04-29,04:45,T,58,6.0NRT,297.9,133
48.95,111.864,323.9,4.6,2,2017-04-29,04:45,T,73,6.0NRT,298.5,141.2
48.934,111.918,318.7,4.6,2,2017-04-29,04:45,T,45,6.0NRT,296.6,93.8
48.903,111.826,318.3,4.6,2,2017-04-29,04:45,T,28,6.0NRT,297.3,83.1
48.885,111.885,370.7,4.6,2,2017-04-29,04:45,T,100,6.0NRT,303.4,1025.7
48.886,111.878,373.2,4.6,2,2017-04-29,04:45,T,100,6.0NRT,303.3,1111.6
48.867,111.939,316.8,4.7,2,2017-04-29,04:45,T,54,6.0NRT,298.6,77.3
50.955,97.917,301.6,1,1,2017-04-29,04:45,T,28,6.0NRT,288.9,2.8
50.947,95.352,340.5,1,1,2017-04-29,04:45,T,91,6.0NRT,301.7,36.2
50.945,95.366,319.4,1,1,2017-04-29,04:45,T,63,6.0NRT,299.3,10.2
